Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV
6-chloroquinoline,Trifluoroborate,SPhos,NaOH,DMF,17.2603057195031
6-chloroquinoline,Trifluoroborate,dtbpf,NaOH,DMF,22.501239396076
6-chloroquinoline,Trifluoroborate,XPhos,NaOH,DMF,16.9367555090247
6-chloroquinoline,Trifluoroborate,dppf,NaOH,DMF,20.3409556686407
6-chloroquinoline,Trifluoroborate,Xantphos,NaOH,DMF,18.0471775974517
6-chloroquinoline,Trifluoroborate,None,KOH,DMF,18.6369345787505
6-chloroquinoline,Trifluoroborate,P(tBu)3,KOH,DMF,15.7795997792635
6-chloroquinoline,Trifluoroborate,P(Ph)3,KOH,DMF,18.8679305004403
6-chloroquinoline,Trifluoroborate,AmPhos,KOH,DMF,16.4614505724336
6-chloroquinoline,Trifluoroborate,P(Cy)3,KOH,DMF,18.4026215734594
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,KOH,DMF,14.8722909551475
6-chloroquinoline,Trifluoroborate,CataCXium A,KOH,DMF,21.6882540925751
6-chloroquinoline,Trifluoroborate,SPhos,KOH,DMF,15.2717294745948
6-chloroquinoline,Trifluoroborate,dtbpf,KOH,DMF,21.8719663937311
6-chloroquinoline,Trifluoroborate,XPhos,KOH,DMF,17.072042693713
6-chloroquinoline,Trifluoroborate,dppf,KOH,DMF,21.1872112941101
6-chloroquinoline,Trifluoroborate,Xantphos,KOH,DMF,18.258761584768
6-chloroquinoline,Trifluoroborate,None,LiOtBu,DMF,50.9337025338294
6-chloroquinoline,Trifluoroborate,P(tBu)3,LiOtBu,DMF,16.4381550615815
6-chloroquinoline,Trifluoroborate,P(Ph)3,LiOtBu,DMF,18.5646657613782
6-chloroquinoline,Trifluoroborate,AmPhos,LiOtBu,DMF,13.9953547517573
6-chloroquinoline,Trifluoroborate,P(Cy)3,LiOtBu,DMF,20.0475788695261
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,LiOtBu,DMF,16.2119038508757
6-chloroquinoline,Trifluoroborate,CataCXium A,LiOtBu,DMF,16.6663982885376
6-chloroquinoline,Trifluoroborate,SPhos,LiOtBu,DMF,16.3931778746499
6-chloroquinoline,Trifluoroborate,dtbpf,LiOtBu,DMF,21.3679239217187
6-chloroquinoline,Trifluoroborate,XPhos,LiOtBu,DMF,16.0147873377175
6-chloroquinoline,Trifluoroborate,dppf,LiOtBu,DMF,20.5203978024226
6-chloroquinoline,Trifluoroborate,Xantphos,LiOtBu,DMF,17.9575691098933
6-chloroquinoline,Trifluoroborate,None,NaHCO3,DMF,19.5885908902229
6-chloroquinoline,Trifluoroborate,P(tBu)3,NaHCO3,DMF,16.1827556517824
6-chloroquinoline,Trifluoroborate,P(Ph)3,NaHCO3,DMF,20.3544258247649
6-chloroquinoline,Trifluoroborate,AmPhos,NaHCO3,DMF,14.8953411552196
6-chloroquinoline,Trifluoroborate,P(Cy)3,NaHCO3,DMF,16.9563435574462
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,NaHCO3,DMF,15.5781278638681
6-chloroquinoline,Trifluoroborate,CataCXium A,NaHCO3,DMF,18.9710429364326
6-chloroquinoline,Trifluoroborate,SPhos,NaHCO3,DMF,17.1339597937795
6-chloroquinoline,Trifluoroborate,dtbpf,NaHCO3,DMF,21.1267997279706
6-chloroquinoline,Trifluoroborate,XPhos,NaHCO3,DMF,17.2116090943595
6-chloroquinoline,Trifluoroborate,dppf,NaHCO3,DMF,24.6332353908216
6-chloroquinoline,Trifluoroborate,Xantphos,NaHCO3,DMF,21.1343148460606
6-chloroquinoline,Trifluoroborate,None,Et3N,DMF,17.7736469963938
6-chloroquinoline,Trifluoroborate,P(tBu)3,Et3N,DMF,17.9694922118974
6-chloroquinoline,Trifluoroborate,P(Ph)3,Et3N,DMF,18.6323097004289
6-chloroquinoline,Trifluoroborate,AmPhos,Et3N,DMF,17.2547927305823
6-chloroquinoline,Trifluoroborate,P(Cy)3,Et3N,DMF,15.6660565784715
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,Et3N,DMF,20.3272477763266
6-chloroquinoline,Trifluoroborate,CataCXium A,Et3N,DMF,23.8349693742641
6-chloroquinoline,Trifluoroborate,SPhos,Et3N,DMF,20.5495805648052
6-chloroquinoline,Trifluoroborate,dtbpf,Et3N,DMF,23.5224258781044
6-chloroquinoline,Trifluoroborate,XPhos,Et3N,DMF,21.7356260112482
6-chloroquinoline,Trifluoroborate,dppf,Et3N,DMF,34.0077888254683
6-chloroquinoline,Trifluoroborate,Xantphos,Et3N,DMF,18.229957183823
6-chloroquinoline,Trifluoroborate,None,CsF,DMF,25.8321531261809
6-chloroquinoline,Trifluoroborate,P(tBu)3,CsF,DMF,16.3771258547634
6-chloroquinoline,Trifluoroborate,P(Ph)3,CsF,DMF,24.4837123827333
6-chloroquinoline,Trifluoroborate,AmPhos,CsF,DMF,15.6547552307526
6-chloroquinoline,Trifluoroborate,P(Cy)3,CsF,DMF,15.0789546778312
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,CsF,DMF,17.5610727550816
6-chloroquinoline,Trifluoroborate,CataCXium A,CsF,DMF,17.6336155522544
6-chloroquinoline,Trifluoroborate,SPhos,CsF,DMF,20.9123802280894
6-chloroquinoline,Trifluoroborate,dtbpf,CsF,DMF,29.8370885541043
6-chloroquinoline,Trifluoroborate,XPhos,CsF,DMF,20.8273870124278
6-chloroquinoline,Trifluoroborate,dppf,CsF,DMF,35.2313993677834
6-chloroquinoline,Trifluoroborate,Xantphos,CsF,DMF,18.0895932638592
6-chloroquinoline,Trifluoroborate,None,K3PO4,DMF,24.5317891999898
6-chloroquinoline,Trifluoroborate,P(tBu)3,K3PO4,DMF,16.5886538532166
6-chloroquinoline,Trifluoroborate,P(Ph)3,K3PO4,DMF,18.5757416100608
6-chloroquinoline,Trifluoroborate,AmPhos,K3PO4,DMF,18.4468064971958
6-chloroquinoline,Trifluoroborate,P(Cy)3,K3PO4,DMF,19.8655509604828
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,K3PO4,DMF,24.1886125300639
6-chloroquinoline,Trifluoroborate,CataCXium A,K3PO4,DMF,20.3039697520014
6-chloroquinoline,Trifluoroborate,SPhos,K3PO4,DMF,19.5855185351118
6-chloroquinoline,Trifluoroborate,dtbpf,K3PO4,DMF,21.9352455299947
6-chloroquinoline,Trifluoroborate,XPhos,K3PO4,DMF,17.9642716858527
6-chloroquinoline,Trifluoroborate,dppf,K3PO4,DMF,24.196041011149
6-chloroquinoline,Trifluoroborate,Xantphos,K3PO4,DMF,16.5030401604203
6-chloroquinoline,Trifluoroborate,None,None,MeOH,17.9033863944158
6-chloroquinoline,Trifluoroborate,P(tBu)3,None,MeOH,20.8147527802289
6-chloroquinoline,Trifluoroborate,P(Ph)3,None,MeOH,19.7519267484284
6-chloroquinoline,Trifluoroborate,AmPhos,None,MeOH,18.2070358209637
6-chloroquinoline,Trifluoroborate,P(Cy)3,None,MeOH,15.9022946676703
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,None,MeOH,16.4202440719814
6-chloroquinoline,Trifluoroborate,CataCXium A,None,MeOH,24.6880345562596
6-chloroquinoline,Trifluoroborate,SPhos,None,MeOH,20.7269500438884
6-chloroquinoline,Trifluoroborate,dtbpf,None,MeOH,19.3211283705197
6-chloroquinoline,Trifluoroborate,XPhos,None,MeOH,22.6720053608294
6-chloroquinoline,Trifluoroborate,dppf,None,MeOH,20.2803227581135
6-chloroquinoline,Trifluoroborate,Xantphos,None,MeOH,19.9885375978742
6-chloroquinoline,Trifluoroborate,None,NaOH,MeOH,23.1385457313737
6-chloroquinoline,Trifluoroborate,P(tBu)3,NaOH,MeOH,24.9345519017724
6-chloroquinoline,Trifluoroborate,P(Ph)3,NaOH,MeOH,18.7161798604888
6-chloroquinoline,Trifluoroborate,AmPhos,NaOH,MeOH,18.1451192154842
6-chloroquinoline,Trifluoroborate,P(Cy)3,NaOH,MeOH,19.9063569517887
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,NaOH,MeOH,18.3008646618592
6-chloroquinoline,Trifluoroborate,CataCXium A,NaOH,MeOH,21.3923928024353
6-chloroquinoline,Trifluoroborate,SPhos,NaOH,MeOH,49.994714159326
6-chloroquinoline,Trifluoroborate,dtbpf,NaOH,MeOH,28.0684398637675
6-chloroquinoline,Trifluoroborate,XPhos,NaOH,MeOH,48.273728327325
6-chloroquinoline,Trifluoroborate,dppf,NaOH,MeOH,24.6833379291349
6-chloroquinoline,Trifluoroborate,Xantphos,NaOH,MeOH,21.6765184721993
6-chloroquinoline,Trifluoroborate,None,KOH,MeOH,23.5647903613781
6-chloroquinoline,Trifluoroborate,P(tBu)3,KOH,MeOH,22.0987725253555
6-chloroquinoline,Trifluoroborate,P(Ph)3,KOH,MeOH,21.9469342345694
6-chloroquinoline,Trifluoroborate,AmPhos,KOH,MeOH,18.3119463869131
6-chloroquinoline,Trifluoroborate,P(Cy)3,KOH,MeOH,18.1169726667185
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,KOH,MeOH,17.5994321229657
6-chloroquinoline,Trifluoroborate,CataCXium A,KOH,MeOH,22.0016891725476
6-chloroquinoline,Trifluoroborate,SPhos,KOH,MeOH,41.1946761873601
6-chloroquinoline,Trifluoroborate,dtbpf,KOH,MeOH,22.4795236348515
6-chloroquinoline,Trifluoroborate,XPhos,KOH,MeOH,47.0069561627249
6-chloroquinoline,Trifluoroborate,dppf,KOH,MeOH,24.7144824606393
6-chloroquinoline,Trifluoroborate,Xantphos,KOH,MeOH,18.7560106682742
6-chloroquinoline,Trifluoroborate,None,LiOtBu,MeOH,22.3147306812057
6-chloroquinoline,Trifluoroborate,P(tBu)3,LiOtBu,MeOH,21.3524682507061
6-chloroquinoline,Trifluoroborate,P(Ph)3,LiOtBu,MeOH,17.6311322258592
6-chloroquinoline,Trifluoroborate,AmPhos,LiOtBu,MeOH,15.262297399948
6-chloroquinoline,Trifluoroborate,P(Cy)3,LiOtBu,MeOH,16.9786867022265
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,LiOtBu,MeOH,15.1626706688503
6-chloroquinoline,Trifluoroborate,CataCXium A,LiOtBu,MeOH,26.2377434317628
6-chloroquinoline,Trifluoroborate,SPhos,LiOtBu,MeOH,41.967098465394
6-chloroquinoline,Trifluoroborate,dtbpf,LiOtBu,MeOH,25.0037034399708
6-chloroquinoline,Trifluoroborate,XPhos,LiOtBu,MeOH,59.0774065713956
6-chloroquinoline,Trifluoroborate,dppf,LiOtBu,MeOH,39.337718750502
6-chloroquinoline,Trifluoroborate,Xantphos,LiOtBu,MeOH,17.4301383142363
6-chloroquinoline,Trifluoroborate,None,NaHCO3,MeOH,21.0632707305662
6-chloroquinoline,Trifluoroborate,P(tBu)3,NaHCO3,MeOH,23.2332324680959
6-chloroquinoline,Trifluoroborate,P(Ph)3,NaHCO3,MeOH,21.3038392152817
6-chloroquinoline,Trifluoroborate,AmPhos,NaHCO3,MeOH,14.7820429806916
6-chloroquinoline,Trifluoroborate,P(Cy)3,NaHCO3,MeOH,19.1024379848062
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,NaHCO3,MeOH,14.9751821667703
6-chloroquinoline,Trifluoroborate,CataCXium A,NaHCO3,MeOH,7.73223836486673
6-chloroquinoline,Trifluoroborate,SPhos,NaHCO3,MeOH,34.8546433855992
6-chloroquinoline,Trifluoroborate,dtbpf,NaHCO3,MeOH,22.8828223573241
6-chloroquinoline,Trifluoroborate,XPhos,NaHCO3,MeOH,38.1387889581217
6-chloroquinoline,Trifluoroborate,dppf,NaHCO3,MeOH,22.5468844955266
6-chloroquinoline,Trifluoroborate,Xantphos,NaHCO3,MeOH,19.0397408475386
6-chloroquinoline,Trifluoroborate,None,Et3N,MeOH,22.8882543920985
6-chloroquinoline,Trifluoroborate,P(tBu)3,Et3N,MeOH,18.9653802216036
6-chloroquinoline,Trifluoroborate,P(Ph)3,Et3N,MeOH,38.7941952151816
6-chloroquinoline,Trifluoroborate,AmPhos,Et3N,MeOH,16.735839326703
6-chloroquinoline,Trifluoroborate,P(Cy)3,Et3N,MeOH,17.0155473206814
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,Et3N,MeOH,18.2739008476155
6-chloroquinoline,Trifluoroborate,CataCXium A,Et3N,MeOH,20.1636635398123
6-chloroquinoline,Trifluoroborate,SPhos,Et3N,MeOH,21.0556483618235
6-chloroquinoline,Trifluoroborate,dtbpf,Et3N,MeOH,22.2128778031019
6-chloroquinoline,Trifluoroborate,XPhos,Et3N,MeOH,23.1489965714703
6-chloroquinoline,Trifluoroborate,dppf,Et3N,MeOH,22.2710179095998
6-chloroquinoline,Trifluoroborate,Xantphos,Et3N,MeOH,17.1217266405571
6-chloroquinoline,Trifluoroborate,None,CsF,MeOH,22.2972669216611
6-chloroquinoline,Trifluoroborate,P(tBu)3,CsF,MeOH,21.1175457450216
6-chloroquinoline,Trifluoroborate,P(Ph)3,CsF,MeOH,22.3059588132792
6-chloroquinoline,Trifluoroborate,AmPhos,CsF,MeOH,16.3471198689114
6-chloroquinoline,Trifluoroborate,P(Cy)3,CsF,MeOH,19.7216294400158
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,CsF,MeOH,17.7674854495982
6-chloroquinoline,Trifluoroborate,CataCXium A,CsF,MeOH,26.2775099565301
6-chloroquinoline,Trifluoroborate,SPhos,CsF,MeOH,19.9335003352562
6-chloroquinoline,Trifluoroborate,dtbpf,CsF,MeOH,20.95362206191
6-chloroquinoline,Trifluoroborate,XPhos,CsF,MeOH,29.0329135474822
6-chloroquinoline,Trifluoroborate,dppf,CsF,MeOH,26.5032549898113
6-chloroquinoline,Trifluoroborate,Xantphos,CsF,MeOH,19.4448620252168
6-chloroquinoline,Trifluoroborate,None,K3PO4,MeOH,22.0105650045537
6-chloroquinoline,Trifluoroborate,P(tBu)3,K3PO4,MeOH,19.8190661099679
6-chloroquinoline,Trifluoroborate,P(Ph)3,K3PO4,MeOH,19.2847444738594
6-chloroquinoline,Trifluoroborate,AmPhos,K3PO4,MeOH,18.1435988108429
6-chloroquinoline,Trifluoroborate,P(Cy)3,K3PO4,MeOH,21.3885257631692
6-chloroquinoline,Trifluoroborate,P(o-Tol)3,K3PO4,MeOH,17.8312759244375
6-chloroquinoline,Trifluoroborate,CataCXium A,K3PO4,MeOH,20.8862029912608
6-chloroquinoline,Trifluoroborate,SPhos,K3PO4,MeOH,48.6564394760715
6-chloroquinoline,Trifluoroborate,dtbpf,K3PO4,MeOH,21.3787262868951
6-chloroquinoline,Trifluoroborate,XPhos,K3PO4,MeOH,43.4465161484757
6-chloroquinoline,Trifluoroborate,dppf,K3PO4,MeOH,24.6370699987248
6-chloroquinoline,Trifluoroborate,Xantphos,K3PO4,MeOH,18.508735042501
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,None,MeOH/H2O_V2 9:1,40.5405050475936
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,None,MeOH/H2O_V2 9:1,54.6314946031964
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,None,MeOH/H2O_V2 9:1,46.2039524327386
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,None,MeOH/H2O_V2 9:1,48.2657181725258
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,None,MeOH/H2O_V2 9:1,71.2281066041578
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,None,MeOH/H2O_V2 9:1,68.0859170939943
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,None,MeOH/H2O_V2 9:1,49.8039141874241
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,None,MeOH/H2O_V2 9:1,45.9467383597279
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,None,MeOH/H2O_V2 9:1,66.5206596990281
6-quinoline-boronic acid hydrochloride,Bromide,dppf,None,MeOH/H2O_V2 9:1,44.0556427835481
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,None,MeOH/H2O_V2 9:1,29.8390870330192
6-quinoline-boronic acid hydrochloride,Bromide,None,None,MeOH/H2O_V2 9:1,54.2915241198965
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,NaOH,MeOH/H2O_V2 9:1,54.5072216462346
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,NaOH,MeOH/H2O_V2 9:1,63.6951525868476
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,NaOH,MeOH/H2O_V2 9:1,47.3149248325767
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,NaOH,MeOH/H2O_V2 9:1,50.681604713316
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,NaOH,MeOH/H2O_V2 9:1,66.8697789860257
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,NaOH,MeOH/H2O_V2 9:1,71.1653340135928
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,NaOH,MeOH/H2O_V2 9:1,48.2521939276366
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,NaOH,MeOH/H2O_V2 9:1,47.3995521515276
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,NaOH,MeOH/H2O_V2 9:1,54.8645895107187
6-quinoline-boronic acid hydrochloride,Bromide,dppf,NaOH,MeOH/H2O_V2 9:1,48.8784466034534
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,NaOH,MeOH/H2O_V2 9:1,27.1405798189702
6-quinoline-boronic acid hydrochloride,Bromide,None,NaOH,MeOH/H2O_V2 9:1,51.2391630687325
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,KOH,MeOH/H2O_V2 9:1,45.3511385147187
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,KOH,MeOH/H2O_V2 9:1,71.2547868389221
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,KOH,MeOH/H2O_V2 9:1,42.2850091838307
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,KOH,MeOH/H2O_V2 9:1,49.5763451234986
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,KOH,MeOH/H2O_V2 9:1,80.8645676232827
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,KOH,MeOH/H2O_V2 9:1,79.7125206708563
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,KOH,MeOH/H2O_V2 9:1,65.4437297038207
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,KOH,MeOH/H2O_V2 9:1,29.7244984135559
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,KOH,MeOH/H2O_V2 9:1,78.0389257359208
6-quinoline-boronic acid hydrochloride,Bromide,dppf,KOH,MeOH/H2O_V2 9:1,35.5235162376546
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,KOH,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,KOH,MeOH/H2O_V2 9:1,65.3553052860884
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,LiOtBu,MeOH/H2O_V2 9:1,33.7879429839494
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,LiOtBu,MeOH/H2O_V2 9:1,19.5069136112674
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,LiOtBu,MeOH/H2O_V2 9:1,69.0598882971141
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,LiOtBu,MeOH/H2O_V2 9:1,83.3610639865646
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,LiOtBu,MeOH/H2O_V2 9:1,92.1947956172235
6-quinoline-boronic acid hydrochloride,Bromide,dppf,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,LiOtBu,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,LiOtBu,MeOH/H2O_V2 9:1,58.2147017423796
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,NaHCO3,MeOH/H2O_V2 9:1,56.2038957874574
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,NaHCO3,MeOH/H2O_V2 9:1,50.5566734457544
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,NaHCO3,MeOH/H2O_V2 9:1,40.5988770363944
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,NaHCO3,MeOH/H2O_V2 9:1,41.5577763479258
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,NaHCO3,MeOH/H2O_V2 9:1,66.9204178444905
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,NaHCO3,MeOH/H2O_V2 9:1,66.5098819019332
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,NaHCO3,MeOH/H2O_V2 9:1,23.0130802933337
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,NaHCO3,MeOH/H2O_V2 9:1,31.3692520934428
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,NaHCO3,MeOH/H2O_V2 9:1,36.2836233855746
6-quinoline-boronic acid hydrochloride,Bromide,dppf,NaHCO3,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,NaHCO3,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,NaHCO3,MeOH/H2O_V2 9:1,31.4915345364433
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,Et3N,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,Et3N,MeOH/H2O_V2 9:1,39.7195880641831
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,Et3N,MeOH/H2O_V2 9:1,42.2282509284134
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,Et3N,MeOH/H2O_V2 9:1,37.2585015255499
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,Et3N,MeOH/H2O_V2 9:1,58.8382000721172
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,Et3N,MeOH/H2O_V2 9:1,56.7438710464413
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,Et3N,MeOH/H2O_V2 9:1,21.71085291934
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,Et3N,MeOH/H2O_V2 9:1,35.0282518698904
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,Et3N,MeOH/H2O_V2 9:1,26.8682881495876
6-quinoline-boronic acid hydrochloride,Bromide,dppf,Et3N,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,Et3N,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,Et3N,MeOH/H2O_V2 9:1,27.0359358475633
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,CsF,MeOH/H2O_V2 9:1,54.0154963544849
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,CsF,MeOH/H2O_V2 9:1,65.5383489179878
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,CsF,MeOH/H2O_V2 9:1,54.5412519261605
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,CsF,MeOH/H2O_V2 9:1,59.3684961803891
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,CsF,MeOH/H2O_V2 9:1,68.5729186465659
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,CsF,MeOH/H2O_V2 9:1,69.7154975670233
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,CsF,MeOH/H2O_V2 9:1,57.9904134195736
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,CsF,MeOH/H2O_V2 9:1,59.6618107817848
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,CsF,MeOH/H2O_V2 9:1,72.3572452585857
6-quinoline-boronic acid hydrochloride,Bromide,dppf,CsF,MeOH/H2O_V2 9:1,43.6405791843987
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,CsF,MeOH/H2O_V2 9:1,28.2574992448781
6-quinoline-boronic acid hydrochloride,Bromide,None,CsF,MeOH/H2O_V2 9:1,49.8237345298752
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,K3PO4,MeOH/H2O_V2 9:1,40.9935727739344
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,K3PO4,MeOH/H2O_V2 9:1,48.9521516572203
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,K3PO4,MeOH/H2O_V2 9:1,34.6403163664218
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,K3PO4,MeOH/H2O_V2 9:1,27.9394495256371
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,K3PO4,MeOH/H2O_V2 9:1,51.9931110528669
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,K3PO4,MeOH/H2O_V2 9:1,52.5576921862409
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,K3PO4,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,K3PO4,MeOH/H2O_V2 9:1,21.3259505426222
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,K3PO4,MeOH/H2O_V2 9:1,21.7822498542321
6-quinoline-boronic acid hydrochloride,Bromide,dppf,K3PO4,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,K3PO4,MeOH/H2O_V2 9:1,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,K3PO4,MeOH/H2O_V2 9:1,22.5370111703063
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,dtbpf,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,XPhos,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,dppf,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,Xantphos,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,None,None,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(tBu)3,NaOH,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(Ph)3,NaOH,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,AmPhos,NaOH,MeCN,21.095199789337
6-quinoline-boronic acid hydrochloride,Bromide,P(Cy)3,NaOH,MeCN,0.0
6-quinoline-boronic acid hydrochloride,Bromide,P(o-Tol)3,NaOH,MeCN,18.8123347795281
6-quinoline-boronic acid hydrochloride,Bromide,CataCXium A,NaOH,MeCN,35.8026344469478
6-quinoline-boronic acid hydrochloride,Bromide,SPhos,NaOH,MeCN,19.5428145165623
